Hostname,SistemaOperacional,EspacoLivreAntesGB,EspacoLivreDepoisGB,EspacoRecuperadoGB,Data
SRV-0397,Windows Server 2016,27.94,28.47,0.53,2025-02-16
SRV-0398,Windows Server 2019,34.6,36.61,2.01,2025-02-16
SRV-0399,Windows Server 2019,15.19,20.07,4.88,2025-02-16
SRV-0400,Windows Server 2019,10.4,11.18,0.78,2025-02-16
SRV-0401,Windows Server 2016,28.59,30.94,2.35,2025-02-16
SRV-0402,Windows Server 2022,9.97,12.87,2.9,2025-02-16
SRV-0403,Windows Server 2022,28.58,30.28,1.7,2025-02-16
SRV-0404,Windows Server 2022,46.84,50.41,3.57,2025-02-16
SRV-0405,Windows Server 2019,34.86,36.57,1.71,2025-02-16
SRV-0406,Windows Server 2019,46.1,49.61,3.51,2025-02-16
SRV-0407,Windows Server 2019,7.63,11.94,4.31,2025-02-16
SRV-0408,Windows Server 2022,15.82,17.53,1.71,2025-02-16
SRV-0409,Windows Server 2022,25.59,26.95,1.36,2025-02-16
SRV-0410,Windows Server 2016,28.44,32.09,3.65,2025-02-16
SRV-0411,Windows Server 2019,18.6,20.89,2.29,2025-02-16
SRV-0412,Windows Server 2019,48.45,52.89,4.44,2025-02-16
SRV-0413,Windows Server 2016,19.15,19.38,0.23,2025-02-16
SRV-0414,Windows Server 2019,8.14,10.85,2.71,2025-02-16
SRV-0415,Windows Server 2019,31.21,33.76,2.55,2025-02-16
SRV-0416,Windows Server 2019,32.57,33.08,0.51,2025-02-16
SRV-0417,Windows Server 2022,24.66,28.28,3.62,2025-02-16
SRV-0418,Windows Server 2019,46.26,50.88,4.62,2025-02-16
SRV-0419,Windows Server 2022,49.89,54.6,4.71,2025-02-16
SRV-0420,Windows Server 2019,46.62,49.32,2.7,2025-02-16
SRV-0421,Windows Server 2019,19.07,20.12,1.05,2025-02-16
SRV-0422,Windows Server 2019,20.8,23.37,2.57,2025-02-16
SRV-0423,Windows Server 2019,44.52,48.82,4.3,2025-02-16
SRV-0424,Windows Server 2019,30.89,34.65,3.76,2025-02-16
SRV-0425,Windows Server 2022,40.46,41.12,0.66,2025-02-16
SRV-0426,Windows Server 2019,40.7,41.84,1.14,2025-02-16
SRV-0427,Windows Server 2019,37.51,38.48,0.97,2025-02-16
SRV-0428,Windows Server 2019,43.8,47.12,3.32,2025-02-16
SRV-0429,Windows Server 2019,16.58,18.21,1.63,2025-02-16
SRV-0430,Windows Server 2022,30.65,32.27,1.62,2025-02-16
SRV-0431,Windows Server 2019,11.95,13.38,1.43,2025-02-16
SRV-0432,Windows Server 2016,17.71,20.71,3.0,2025-02-16
SRV-0433,Windows Server 2019,10.68,13.23,2.55,2025-02-16
SRV-0434,Windows Server 2022,10.27,11.61,1.34,2025-02-16
SRV-0435,Windows Server 2019,41.27,45.76,4.49,2025-02-16
SRV-0436,Windows Server 2022,22.7,27.61,4.91,2025-02-16
SRV-0437,Windows Server 2022,43.35,43.79,0.44,2025-02-16
SRV-0438,Windows Server 2019,36.93,39.04,2.11,2025-02-16
SRV-0439,Windows Server 2016,22.93,23.44,0.51,2025-02-16
SRV-0440,Windows Server 2022,48.57,50.12,1.55,2025-02-16
SRV-0441,Windows Server 2019,45.84,48.7,2.86,2025-02-16
SRV-0442,Windows Server 2019,10.67,11.22,0.55,2025-02-16
SRV-0443,Windows Server 2019,42.13,42.84,0.71,2025-02-16
SRV-0444,Windows Server 2016,43.2,44.52,1.32,2025-02-16
SRV-0445,Windows Server 2019,16.17,18.41,2.24,2025-02-16
SRV-0446,Windows Server 2016,45.91,50.37,4.46,2025-02-16
SRV-0447,Windows Server 2016,40.55,44.28,3.73,2025-02-16
SRV-0448,Windows Server 2019,13.69,17.55,3.86,2025-02-16
SRV-0449,Windows Server 2016,38.08,43.0,4.92,2025-02-16
SRV-0450,Windows Server 2019,21.52,24.43,2.91,2025-02-16
SRV-0451,Windows Server 2016,15.04,17.12,2.08,2025-02-16
SRV-0452,Windows Server 2019,18.28,19.89,1.61,2025-02-16
SRV-0453,Windows Server 2019,33.45,35.15,1.7,2025-02-16
SRV-0454,Windows Server 2016,49.76,53.37,3.61,2025-02-16
SRV-0455,Windows Server 2022,15.18,16.22,1.04,2025-02-16
SRV-0456,Windows Server 2016,37.43,41.57,4.14,2025-02-16
SRV-0457,Windows Server 2022,12.26,14.74,2.48,2025-02-16
SRV-0458,Windows Server 2022,11.31,13.83,2.52,2025-02-16
SRV-0459,Windows Server 2019,18.25,21.48,3.23,2025-02-16
SRV-0460,Windows Server 2019,32.66,34.53,1.87,2025-02-16
SRV-0461,Windows Server 2022,8.41,11.09,2.68,2025-02-16
SRV-0462,Windows Server 2019,7.19,10.37,3.18,2025-02-16
SRV-0463,Windows Server 2019,15.38,17.46,2.08,2025-02-16
SRV-0464,Windows Server 2022,9.32,10.81,1.49,2025-02-16
SRV-0465,Windows Server 2019,11.64,12.5,0.86,2025-02-16
SRV-0466,Windows Server 2019,13.17,18.15,4.98,2025-02-16
SRV-0467,Windows Server 2022,34.69,36.29,1.6,2025-02-16
SRV-0468,Windows Server 2019,20.98,24.45,3.47,2025-02-16
SRV-0469,Windows Server 2016,35.59,38.9,3.31,2025-02-16
SRV-0470,Windows Server 2022,26.38,29.87,3.49,2025-02-16
SRV-0471,Windows Server 2019,44.74,46.77,2.03,2025-02-16
SRV-0472,Windows Server 2019,43.27,46.09,2.82,2025-02-16
SRV-0473,Windows Server 2019,14.43,18.81,4.38,2025-02-16
SRV-0474,Windows Server 2022,7.69,10.09,2.4,2025-02-16
SRV-0475,Windows Server 2016,33.94,34.61,0.67,2025-02-16
SRV-0476,Windows Server 2019,49.44,53.44,4.0,2025-02-16
SRV-0477,Windows Server 2016,14.72,15.05,0.33,2025-02-16
SRV-0478,Windows Server 2019,36.36,40.1,3.74,2025-02-16
SRV-0479,Windows Server 2022,36.58,38.19,1.61,2025-02-16
SRV-0480,Windows Server 2016,5.21,7.05,1.84,2025-02-16
SRV-0481,Windows Server 2016,34.4,36.57,2.17,2025-02-16
SRV-0482,Windows Server 2019,8.6,9.46,0.86,2025-02-16
SRV-0483,Windows Server 2019,34.69,38.09,3.4,2025-02-16
SRV-0484,Windows Server 2019,20.27,25.23,4.96,2025-02-16
SRV-0485,Windows Server 2016,18.07,21.8,3.73,2025-02-16
SRV-0486,Windows Server 2022,36.1,37.79,1.69,2025-02-16
SRV-0487,Windows Server 2022,41.26,41.97,0.71,2025-02-16
SRV-0488,Windows Server 2022,23.51,24.32,0.81,2025-02-16
SRV-0489,Windows Server 2016,42.38,42.6,0.22,2025-02-16
SRV-0490,Windows Server 2022,14.44,17.98,3.54,2025-02-16
SRV-0491,Windows Server 2022,8.51,12.27,3.76,2025-02-16
SRV-0492,Windows Server 2019,10.49,11.67,1.18,2025-02-16
SRV-0493,Windows Server 2019,14.11,14.97,0.86,2025-02-16
SRV-0494,Windows Server 2019,17.12,21.79,4.67,2025-02-16
SRV-0495,Windows Server 2016,24.36,29.04,4.68,2025-02-16
SRV-0496,Windows Server 2019,24.84,27.55,2.71,2025-02-16
SRV-0497,Windows Server 2019,5.21,7.48,2.27,2025-02-16
SRV-0498,Windows Server 2016,8.72,12.9,4.18,2025-02-16
SRV-0499,Windows Server 2019,10.93,15.6,4.67,2025-02-16
SRV-0500,Windows Server 2022,13.2,17.89,4.69,2025-02-16
SRV-0501,Windows Server 2022,35.08,39.39,4.31,2025-02-16
SRV-0502,Windows Server 2016,41.59,45.77,4.18,2025-02-16
SRV-0503,Windows Server 2019,27.91,28.12,0.21,2025-02-16
SRV-0504,Windows Server 2022,26.68,31.63,4.95,2025-02-16
SRV-0505,Windows Server 2019,17.36,18.57,1.21,2025-02-16
SRV-0506,Windows Server 2019,49.85,53.03,3.18,2025-02-16
SRV-0507,Windows Server 2019,31.26,35.04,3.78,2025-02-16
SRV-0508,Windows Server 2019,41.64,44.3,2.66,2025-02-16
SRV-0509,Windows Server 2019,24.51,27.84,3.33,2025-02-16
SRV-0510,Windows Server 2019,36.75,36.86,0.11,2025-02-16
SRV-0511,Windows Server 2022,5.29,6.57,1.28,2025-02-16
SRV-0512,Windows Server 2019,39.57,39.83,0.26,2025-02-16
SRV-0513,Windows Server 2022,10.73,11.05,0.32,2025-02-16
SRV-0514,Windows Server 2019,16.92,19.92,3.0,2025-02-16
SRV-0515,Windows Server 2019,32.91,37.14,4.23,2025-02-16
SRV-0516,Windows Server 2019,25.29,28.88,3.59,2025-02-16
SRV-0517,Windows Server 2016,21.32,23.35,2.03,2025-02-16
SRV-0518,Windows Server 2016,17.3,20.98,3.68,2025-02-16
SRV-0519,Windows Server 2016,23.33,27.07,3.74,2025-02-16
SRV-0520,Windows Server 2022,47.74,48.08,0.34,2025-02-16
SRV-0521,Windows Server 2019,25.28,29.37,4.09,2025-02-16
SRV-0522,Windows Server 2019,44.16,45.23,1.07,2025-02-16
SRV-0523,Windows Server 2016,18.68,23.31,4.63,2025-02-16
SRV-0524,Windows Server 2016,17.64,17.89,0.25,2025-02-16
SRV-0525,Windows Server 2022,21.43,25.85,4.42,2025-02-16
SRV-0526,Windows Server 2019,34.83,36.38,1.55,2025-02-16
SRV-0527,Windows Server 2019,22.98,24.82,1.84,2025-02-16
SRV-0528,Windows Server 2019,40.64,40.86,0.22,2025-02-16
SRV-0529,Windows Server 2019,9.54,10.22,0.68,2025-02-16
SRV-0530,Windows Server 2019,46.16,47.56,1.4,2025-02-16
SRV-0531,Windows Server 2022,9.09,9.97,0.88,2025-02-16
SRV-0532,Windows Server 2022,20.6,20.77,0.17,2025-02-16
SRV-0533,Windows Server 2022,12.48,14.3,1.82,2025-02-16
SRV-0534,Windows Server 2016,23.8,26.55,2.75,2025-02-16
SRV-0535,Windows Server 2019,47.18,49.91,2.73,2025-02-16
SRV-0536,Windows Server 2016,17.38,21.18,3.8,2025-02-16
SRV-0537,Windows Server 2019,23.04,27.29,4.25,2025-02-16
SRV-0538,Windows Server 2016,47.09,50.86,3.77,2025-02-16
SRV-0539,Windows Server 2019,6.18,7.08,0.9,2025-02-16
SRV-0540,Windows Server 2016,17.61,22.02,4.41,2025-02-16
SRV-0541,Windows Server 2019,12.06,16.88,4.82,2025-02-16
SRV-0542,Windows Server 2019,34.75,37.32,2.57,2025-02-16
SRV-0543,Windows Server 2016,41.81,42.36,0.55,2025-02-16
SRV-0544,Windows Server 2019,30.79,32.75,1.96,2025-02-16
SRV-0545,Windows Server 2022,45.12,49.89,4.77,2025-02-16
SRV-0546,Windows Server 2019,9.49,12.04,2.55,2025-02-16
SRV-0547,Windows Server 2019,21.0,21.83,0.83,2025-02-16
SRV-0548,Windows Server 2019,27.31,31.42,4.11,2025-02-16
SRV-0549,Windows Server 2022,41.33,44.6,3.27,2025-02-16
SRV-0550,Windows Server 2019,44.01,45.37,1.36,2025-02-16
SRV-0551,Windows Server 2019,20.24,23.89,3.65,2025-02-16
SRV-0552,Windows Server 2022,28.95,29.39,0.44,2025-02-16
SRV-0553,Windows Server 2022,18.06,22.25,4.19,2025-02-16
SRV-0554,Windows Server 2019,47.07,47.77,0.7,2025-02-16
SRV-0555,Windows Server 2022,38.7,43.43,4.73,2025-02-16
SRV-0556,Windows Server 2022,18.49,21.82,3.33,2025-02-16
SRV-0557,Windows Server 2019,20.87,22.36,1.49,2025-02-16
SRV-0558,Windows Server 2019,5.58,6.56,0.98,2025-02-16
SRV-0559,Windows Server 2019,46.63,48.51,1.88,2025-02-16
SRV-0560,Windows Server 2022,43.9,48.14,4.24,2025-02-16
SRV-0561,Windows Server 2019,37.68,40.01,2.33,2025-02-16
SRV-0562,Windows Server 2019,18.97,19.12,0.15,2025-02-16
SRV-0563,Windows Server 2019,21.43,24.51,3.08,2025-02-16
SRV-0564,Windows Server 2019,31.09,33.43,2.34,2025-02-16
SRV-0565,Windows Server 2016,13.27,16.0,2.73,2025-02-16
SRV-0566,Windows Server 2019,44.4,44.86,0.46,2025-02-16
SRV-0567,Windows Server 2022,42.67,46.22,3.55,2025-02-16
SRV-0568,Windows Server 2019,46.65,50.01,3.36,2025-02-16
SRV-0569,Windows Server 2016,48.29,50.33,2.04,2025-02-16
SRV-0570,Windows Server 2022,45.84,46.93,1.09,2025-02-16
SRV-0571,Windows Server 2019,28.0,30.07,2.07,2025-02-16
SRV-0572,Windows Server 2016,18.71,20.91,2.2,2025-02-16
SRV-0573,Windows Server 2019,46.58,50.6,4.02,2025-02-16
SRV-0574,Windows Server 2022,38.12,39.51,1.39,2025-02-16
SRV-0575,Windows Server 2019,34.37,36.65,2.28,2025-02-16
SRV-0576,Windows Server 2019,18.76,20.86,2.1,2025-02-16
SRV-0577,Windows Server 2022,26.95,27.52,0.57,2025-02-16
SRV-0578,Windows Server 2019,43.61,48.1,4.49,2025-02-16
SRV-0579,Windows Server 2019,12.14,13.96,1.82,2025-02-16
SRV-0580,Windows Server 2019,36.2,38.54,2.34,2025-02-16
SRV-0581,Windows Server 2022,10.05,14.42,4.37,2025-02-16
SRV-0582,Windows Server 2022,11.99,15.84,3.85,2025-02-16
SRV-0583,Windows Server 2022,7.15,8.71,1.56,2025-02-16
SRV-0584,Windows Server 2019,8.27,9.8,1.53,2025-02-16
SRV-0585,Windows Server 2016,48.44,50.69,2.25,2025-02-16
SRV-0586,Windows Server 2019,24.8,29.02,4.22,2025-02-16
SRV-0587,Windows Server 2022,48.82,53.45,4.63,2025-02-16
SRV-0588,Windows Server 2019,24.03,24.3,0.27,2025-02-16
SRV-0589,Windows Server 2022,28.11,31.61,3.5,2025-02-16
SRV-0590,Windows Server 2022,41.04,43.07,2.03,2025-02-16
SRV-0591,Windows Server 2019,11.47,12.68,1.21,2025-02-16
SRV-0592,Windows Server 2022,25.86,28.31,2.45,2025-02-16
SRV-0593,Windows Server 2016,16.79,21.67,4.88,2025-02-16
SRV-0594,Windows Server 2019,20.15,20.95,0.8,2025-02-16
SRV-0595,Windows Server 2016,13.41,16.27,2.86,2025-02-16
SRV-0596,Windows Server 2019,47.15,47.64,0.49,2025-02-16
SRV-0597,Windows Server 2019,36.26,38.92,2.66,2025-02-16
SRV-0598,Windows Server 2022,22.91,26.25,3.34,2025-02-16
SRV-0599,Windows Server 2019,42.84,46.59,3.75,2025-02-16
SRV-0600,Windows Server 2019,46.66,47.67,1.01,2025-02-16
SRV-0601,Windows Server 2016,10.93,13.48,2.55,2025-02-16
SRV-0602,Windows Server 2019,36.68,40.07,3.39,2025-02-16
SRV-0603,Windows Server 2019,28.27,31.02,2.75,2025-02-16
SRV-0604,Windows Server 2019,20.19,23.28,3.09,2025-02-16
SRV-0605,Windows Server 2019,38.77,42.56,3.79,2025-02-16
SRV-0606,Windows Server 2019,48.06,48.41,0.35,2025-02-16
SRV-0607,Windows Server 2019,7.51,9.39,1.88,2025-02-16
SRV-0608,Windows Server 2019,17.47,20.79,3.32,2025-02-16
SRV-0609,Windows Server 2019,26.23,28.88,2.65,2025-02-16
SRV-0610,Windows Server 2016,44.04,47.33,3.29,2025-02-16
SRV-0611,Windows Server 2016,34.58,38.45,3.87,2025-02-16
SRV-0612,Windows Server 2019,17.76,18.3,0.54,2025-02-16
SRV-0613,Windows Server 2016,11.22,12.4,1.18,2025-02-16
SRV-0614,Windows Server 2019,31.43,32.41,0.98,2025-02-16
SRV-0615,Windows Server 2022,24.21,27.3,3.09,2025-02-16
SRV-0616,Windows Server 2022,10.98,14.71,3.73,2025-02-16
SRV-0617,Windows Server 2019,30.73,34.21,3.48,2025-02-16
SRV-0618,Windows Server 2016,19.12,20.71,1.59,2025-02-16
SRV-0619,Windows Server 2019,39.53,40.95,1.42,2025-02-16
SRV-0620,Windows Server 2022,25.9,27.85,1.95,2025-02-16
SRV-0621,Windows Server 2019,14.75,15.34,0.59,2025-02-16
SRV-0622,Windows Server 2019,49.14,51.32,2.18,2025-02-16
SRV-0623,Windows Server 2016,37.43,42.25,4.82,2025-02-16
SRV-0624,Windows Server 2019,18.75,19.31,0.56,2025-02-16
SRV-0625,Windows Server 2019,19.72,21.07,1.35,2025-02-16
SRV-0626,Windows Server 2019,34.1,38.54,4.44,2025-02-16
SRV-0627,Windows Server 2019,11.03,14.76,3.73,2025-02-16
SRV-0628,Windows Server 2019,30.54,33.21,2.67,2025-02-16
SRV-0629,Windows Server 2022,23.67,24.01,0.34,2025-02-16
SRV-0630,Windows Server 2022,10.92,11.3,0.38,2025-02-16
SRV-0631,Windows Server 2019,16.58,21.33,4.75,2025-02-16
SRV-0632,Windows Server 2022,23.78,28.53,4.75,2025-02-16
SRV-0633,Windows Server 2019,29.86,30.21,0.35,2025-02-16
SRV-0634,Windows Server 2022,41.1,42.23,1.13,2025-02-16
SRV-0635,Windows Server 2016,18.29,20.27,1.98,2025-02-16
SRV-0636,Windows Server 2022,44.47,46.58,2.11,2025-02-16
SRV-0637,Windows Server 2019,33.03,36.18,3.15,2025-02-16
SRV-0638,Windows Server 2019,14.25,17.3,3.05,2025-02-16
SRV-0639,Windows Server 2019,18.02,21.56,3.54,2025-02-16
SRV-0640,Windows Server 2022,8.86,13.76,4.9,2025-02-16
SRV-0641,Windows Server 2019,20.64,24.1,3.46,2025-02-16
SRV-0642,Windows Server 2019,23.86,24.69,0.83,2025-02-16
SRV-0643,Windows Server 2022,30.71,35.19,4.48,2025-02-16
SRV-0644,Windows Server 2019,13.87,15.78,1.91,2025-02-16
SRV-0645,Windows Server 2016,38.06,41.29,3.23,2025-02-16
SRV-0646,Windows Server 2022,19.43,23.29,3.86,2025-02-16
SRV-0647,Windows Server 2019,15.36,15.87,0.51,2025-02-16
SRV-0648,Windows Server 2016,26.04,26.98,0.94,2025-02-16
SRV-0649,Windows Server 2016,34.3,37.41,3.11,2025-02-16
SRV-0650,Windows Server 2019,27.21,28.67,1.46,2025-02-16
SRV-0651,Windows Server 2022,16.12,17.21,1.09,2025-02-16
SRV-0652,Windows Server 2019,13.12,14.07,0.95,2025-02-16
SRV-0653,Windows Server 2016,17.03,20.41,3.38,2025-02-16
SRV-0654,Windows Server 2019,19.21,21.8,2.59,2025-02-16
SRV-0655,Windows Server 2016,42.81,45.68,2.87,2025-02-16
SRV-0656,Windows Server 2016,49.78,52.45,2.67,2025-02-16
SRV-0657,Windows Server 2022,9.57,13.37,3.8,2025-02-16
SRV-0658,Windows Server 2022,23.68,27.34,3.66,2025-02-16
SRV-0659,Windows Server 2019,45.68,48.23,2.55,2025-02-16
SRV-0660,Windows Server 2022,18.99,23.04,4.05,2025-02-16
SRV-0661,Windows Server 2019,27.6,31.04,3.44,2025-02-16
SRV-0662,Windows Server 2016,23.35,25.82,2.47,2025-02-16
SRV-0663,Windows Server 2016,29.34,31.55,2.21,2025-02-16
SRV-0664,Windows Server 2019,6.78,10.32,3.54,2025-02-16
SRV-0665,Windows Server 2022,42.19,45.13,2.94,2025-02-16
SRV-0666,Windows Server 2022,15.42,18.61,3.19,2025-02-16
SRV-0667,Windows Server 2016,10.76,13.94,3.18,2025-02-16
SRV-0668,Windows Server 2022,34.32,35.44,1.12,2025-02-16
SRV-0669,Windows Server 2016,9.42,13.11,3.69,2025-02-16
SRV-0670,Windows Server 2019,28.36,28.87,0.51,2025-02-16
SRV-0671,Windows Server 2022,6.07,6.3,0.23,2025-02-16
SRV-0672,Windows Server 2016,40.51,43.29,2.78,2025-02-16
SRV-0673,Windows Server 2022,16.98,20.99,4.01,2025-02-16
SRV-0674,Windows Server 2019,25.79,26.82,1.03,2025-02-16
SRV-0675,Windows Server 2019,27.32,31.95,4.63,2025-02-16
SRV-0676,Windows Server 2019,32.77,34.67,1.9,2025-02-16
SRV-0677,Windows Server 2019,21.26,24.99,3.73,2025-02-16
SRV-0678,Windows Server 2022,15.12,15.38,0.26,2025-02-16
SRV-0679,Windows Server 2019,19.51,24.41,4.9,2025-02-16
SRV-0680,Windows Server 2016,20.98,24.27,3.29,2025-02-16
SRV-0681,Windows Server 2019,26.21,26.93,0.72,2025-02-16
SRV-0682,Windows Server 2019,38.03,38.33,0.3,2025-02-16
SRV-0683,Windows Server 2016,22.52,23.95,1.43,2025-02-16
SRV-0684,Windows Server 2019,11.72,14.47,2.75,2025-02-16
SRV-0685,Windows Server 2019,20.31,22.59,2.28,2025-02-16
SRV-0686,Windows Server 2019,12.61,14.37,1.76,2025-02-16
SRV-0687,Windows Server 2019,29.78,32.83,3.05,2025-02-16
SRV-0688,Windows Server 2016,7.17,8.69,1.52,2025-02-16
SRV-0689,Windows Server 2022,46.79,51.06,4.27,2025-02-16
SRV-0690,Windows Server 2019,14.28,17.61,3.33,2025-02-16
SRV-0691,Windows Server 2019,42.26,44.89,2.63,2025-02-16
SRV-0692,Windows Server 2022,39.47,41.6,2.13,2025-02-16
SRV-0693,Windows Server 2019,5.2,8.64,3.44,2025-02-16
SRV-0694,Windows Server 2019,7.36,12.2,4.84,2025-02-16
SRV-0695,Windows Server 2019,46.55,48.8,2.25,2025-02-16
SRV-0696,Windows Server 2019,29.97,31.2,1.23,2025-02-16
SRV-0697,Windows Server 2019,44.3,47.5,3.2,2025-02-16
SRV-0698,Windows Server 2019,15.15,15.68,0.53,2025-02-16
SRV-0699,Windows Server 2022,6.99,7.72,0.73,2025-02-16
SRV-0700,Windows Server 2016,28.21,29.42,1.21,2025-02-16
SRV-0701,Windows Server 2019,16.96,18.68,1.72,2025-02-16
SRV-0702,Windows Server 2022,17.65,18.74,1.09,2025-02-16
SRV-0703,Windows Server 2022,41.4,43.01,1.61,2025-02-16
SRV-0704,Windows Server 2019,33.19,35.22,2.03,2025-02-16
SRV-0705,Windows Server 2019,8.11,13.08,4.97,2025-02-16
SRV-0706,Windows Server 2019,26.14,26.46,0.32,2025-02-16
SRV-0707,Windows Server 2022,24.93,27.27,2.34,2025-02-16
SRV-0708,Windows Server 2019,6.56,9.17,2.61,2025-02-16
SRV-0709,Windows Server 2019,24.84,25.43,0.59,2025-02-16
SRV-0710,Windows Server 2019,49.94,53.67,3.73,2025-02-16
SRV-0711,Windows Server 2022,13.89,17.45,3.56,2025-02-16
SRV-0712,Windows Server 2022,34.07,38.07,4.0,2025-02-16
SRV-0713,Windows Server 2019,14.47,17.7,3.23,2025-02-16
SRV-0714,Windows Server 2016,9.08,11.77,2.69,2025-02-16
SRV-0715,Windows Server 2022,27.6,28.97,1.37,2025-02-16
SRV-0716,Windows Server 2019,31.5,32.97,1.47,2025-02-16
SRV-0717,Windows Server 2022,31.8,36.6,4.8,2025-02-16
SRV-0718,Windows Server 2022,32.71,35.97,3.26,2025-02-16
SRV-0719,Windows Server 2019,11.78,13.27,1.49,2025-02-16
SRV-0720,Windows Server 2019,18.94,20.43,1.49,2025-02-16
SRV-0721,Windows Server 2019,31.15,32.29,1.14,2025-02-16
SRV-0722,Windows Server 2019,24.02,24.27,0.25,2025-02-16
SRV-0723,Windows Server 2022,8.18,11.72,3.54,2025-02-16
SRV-0724,Windows Server 2019,5.42,8.84,3.42,2025-02-16
SRV-0725,Windows Server 2022,22.32,22.79,0.47,2025-02-16
SRV-0726,Windows Server 2019,38.21,38.34,0.13,2025-02-16
SRV-0727,Windows Server 2022,24.44,28.14,3.7,2025-02-16
SRV-0728,Windows Server 2019,25.43,28.37,2.94,2025-02-16
SRV-0729,Windows Server 2019,29.32,32.16,2.84,2025-02-16
SRV-0730,Windows Server 2019,40.34,43.82,3.48,2025-02-16
SRV-0731,Windows Server 2016,41.71,42.5,0.79,2025-02-16
SRV-0732,Windows Server 2022,33.9,36.01,2.11,2025-02-16
SRV-0733,Windows Server 2022,37.32,41.65,4.33,2025-02-16
SRV-0734,Windows Server 2022,41.73,42.58,0.85,2025-02-16
SRV-0735,Windows Server 2022,20.13,22.69,2.56,2025-02-16
SRV-0736,Windows Server 2016,27.03,31.52,4.49,2025-02-16
SRV-0737,Windows Server 2022,12.38,16.53,4.15,2025-02-16
SRV-0738,Windows Server 2016,47.34,47.99,0.65,2025-02-16
SRV-0739,Windows Server 2019,12.47,17.25,4.78,2025-02-16
SRV-0740,Windows Server 2022,46.94,51.84,4.9,2025-02-16
SRV-0741,Windows Server 2019,42.3,45.11,2.81,2025-02-16
SRV-0742,Windows Server 2016,47.08,48.51,1.43,2025-02-16
SRV-0743,Windows Server 2016,23.21,26.28,3.07,2025-02-16
SRV-0744,Windows Server 2019,25.29,30.18,4.89,2025-02-16
SRV-0745,Windows Server 2022,31.0,33.53,2.53,2025-02-16
SRV-0746,Windows Server 2019,22.94,24.3,1.36,2025-02-16
SRV-0747,Windows Server 2016,28.04,30.59,2.55,2025-02-16
SRV-0748,Windows Server 2016,20.38,20.75,0.37,2025-02-16
SRV-0749,Windows Server 2019,11.59,11.99,0.4,2025-02-16
SRV-0750,Windows Server 2016,26.38,28.16,1.78,2025-02-16
SRV-0751,Windows Server 2019,5.48,6.28,0.8,2025-02-16
SRV-0752,Windows Server 2022,26.04,30.45,4.41,2025-02-16
SRV-0753,Windows Server 2019,42.23,43.47,1.24,2025-02-16
SRV-0754,Windows Server 2022,9.02,11.11,2.09,2025-02-16
SRV-0755,Windows Server 2019,20.03,23.4,3.37,2025-02-16
SRV-0756,Windows Server 2019,25.02,28.74,3.72,2025-02-16
SRV-0757,Windows Server 2016,42.59,47.27,4.68,2025-02-16
SRV-0758,Windows Server 2019,23.68,24.01,0.33,2025-02-16
SRV-0759,Windows Server 2019,41.77,42.89,1.12,2025-02-16
SRV-0760,Windows Server 2022,42.1,46.58,4.48,2025-02-16
SRV-0761,Windows Server 2019,19.28,19.97,0.69,2025-02-16
SRV-0762,Windows Server 2016,27.15,29.42,2.27,2025-02-16
SRV-0763,Windows Server 2022,6.14,9.83,3.69,2025-02-16
SRV-0764,Windows Server 2016,40.14,44.15,4.01,2025-02-16
SRV-0765,Windows Server 2022,27.27,30.27,3.0,2025-02-16
SRV-0766,Windows Server 2019,31.21,33.76,2.55,2025-02-16
SRV-0767,Windows Server 2016,10.42,12.68,2.26,2025-02-16
SRV-0768,Windows Server 2022,44.89,49.87,4.98,2025-02-16
SRV-0769,Windows Server 2019,42.16,43.73,1.57,2025-02-16
SRV-0770,Windows Server 2016,36.09,37.82,1.73,2025-02-16
SRV-0771,Windows Server 2019,21.75,22.27,0.52,2025-02-16
SRV-0772,Windows Server 2019,37.17,37.69,0.52,2025-02-16
SRV-0773,Windows Server 2019,45.86,50.42,4.56,2025-02-16
SRV-0774,Windows Server 2022,26.5,28.75,2.25,2025-02-16
SRV-0775,Windows Server 2022,16.4,19.42,3.02,2025-02-16
SRV-0776,Windows Server 2022,22.74,25.37,2.63,2025-02-16
SRV-0777,Windows Server 2016,12.74,13.76,1.02,2025-02-16
SRV-0778,Windows Server 2022,32.88,33.13,0.25,2025-02-16
SRV-0779,Windows Server 2022,15.21,19.68,4.47,2025-02-16
SRV-0780,Windows Server 2016,26.82,29.58,2.76,2025-02-16
SRV-0781,Windows Server 2019,24.15,24.82,0.67,2025-02-16
SRV-0782,Windows Server 2019,11.53,11.67,0.14,2025-02-16
SRV-0783,Windows Server 2019,34.39,38.84,4.45,2025-02-16
SRV-0784,Windows Server 2019,9.23,11.1,1.87,2025-02-16
SRV-0785,Windows Server 2019,22.26,26.14,3.88,2025-02-16
SRV-0786,Windows Server 2022,34.58,38.69,4.11,2025-02-16
SRV-0787,Windows Server 2022,49.1,52.88,3.78,2025-02-16
SRV-0788,Windows Server 2022,34.64,39.25,4.61,2025-02-16
SRV-0789,Windows Server 2022,31.44,33.09,1.65,2025-02-16
SRV-0790,Windows Server 2022,33.9,37.52,3.62,2025-02-16
SRV-0791,Windows Server 2016,28.74,33.37,4.63,2025-02-16
SRV-0792,Windows Server 2022,43.09,44.31,1.22,2025-02-16
SRV-0793,Windows Server 2016,39.2,40.11,0.91,2025-02-16
SRV-0794,Windows Server 2019,36.25,40.41,4.16,2025-02-16
